local_authority_name,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/1/2020,-40,-9,115,-52,-54,20
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/2/2020,-37,-10,76,-52,-54,21
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/3/2020,-38,-5,135,-46,-52,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/4/2020,-41,-11,44,-40,-18,9
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/5/2020,-39,-10,177,-37,-18,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/6/2020,-28,-5,146,-48,-54,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/7/2020,-30,-9,105,-49,-54,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/8/2020,-36,-12,40,-52,-54,20
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/9/2020,-33,-9,61,-50,-53,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/10/2020,-32,-5,133,-46,-51,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/11/2020,-38,-11,108,-37,-15,7
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/12/2020,-38,-13,210,-34,-14,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/13/2020,-28,-5,166,-48,-53,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/14/2020,-29,-9,135,-49,-54,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/15/2020,-27,-9,100,-50,-51,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/16/2020,-24,-7,145,-50,-52,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/17/2020,-24,-5,202,-46,-50,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/18/2020,-33,-11,121,-37,-15,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/19/2020,-36,-17,80,-41,-16,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/20/2020,-22,-5,212,-50,-53,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/21/2020,-22,-8,194,-50,-54,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/22/2020,-25,-8,192,-48,-54,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/23/2020,-21,-8,174,-50,-54,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/24/2020,-27,-9,157,-47,-52,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/25/2020,-35,-17,17,-40,-18,7
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/26/2020,-34,-15,101,-37,-14,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/27/2020,-25,-12,61,-52,-57,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/28/2020,-18,-6,163,-49,-55,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/29/2020,-19,-3,183,-46,-55,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/30/2020,-11,5,158,-47,-55,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,7/31/2020,-29,-12,147,-47,-57,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/1/2020,-33,-11,87,-38,-18,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/2/2020,-30,-12,167,-33,-11,2
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/3/2020,-13,-8,155,-49,-56,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/4/2020,-9,-10,161,-48,-56,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/5/2020,-10,-11,155,-47,-55,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/6/2020,-16,-8,156,-49,-55,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/7/2020,-25,-11,120,-47,-54,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/8/2020,-33,-15,84,-40,-16,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/9/2020,-33,-18,151,-36,-12,2
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/10/2020,-6,-8,143,-49,-56,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/11/2020,-5,-10,131,-48,-56,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/12/2020,-7,-11,117,-48,-55,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/13/2020,-18,-11,102,-50,-55,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/14/2020,-23,-15,43,-47,-54,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/15/2020,-33,-20,2,-41,-17,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/16/2020,-32,-21,31,-39,-12,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/17/2020,-4,-13,,-47,-56,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/18/2020,0,-11,,-47,-54,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/19/2020,-12,-19,,-47,-55,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/20/2020,-12,-8,,-46,-53,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/21/2020,-22,-11,,-45,-52,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/22/2020,-29,-16,,-34,-14,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/23/2020,-29,-18,,-34,-11,2
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/24/2020,4,-10,,-45,-54,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/25/2020,1,-14,,-47,-56,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/26/2020,5,-10,,-42,-52,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/27/2020,-20,-19,,-52,-54,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/28/2020,-18,-11,,-47,-52,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/29/2020,-28,-17,,-39,-17,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/30/2020,-24,-18,,-31,-10,0
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,8/31/2020,11,-11,,-54,-73,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/1/2020,-12,-5,,-45,-53,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/2/2020,-16,-11,,-43,-51,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/3/2020,-14,-12,,-45,-51,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/4/2020,-15,-10,,-38,-48,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/5/2020,-20,-12,,-33,-13,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/6/2020,-22,-10,,-33,-13,2
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/7/2020,-12,-6,,-39,-51,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/8/2020,-13,-3,,-38,-52,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/9/2020,-15,-7,,-37,-49,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/10/2020,-12,-7,,-41,-48,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/11/2020,-14,-6,98,-35,-46,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/12/2020,-24,-9,66,-30,-14,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/13/2020,-23,-10,128,-31,-11,2
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/14/2020,-16,-2,132,-39,-43,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/15/2020,-16,1,112,-36,-45,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/16/2020,-17,-6,113,-36,-43,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/17/2020,-15,-9,109,-41,-44,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/18/2020,-17,-7,104,-36,-42,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/19/2020,-23,-12,69,-31,-13,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/20/2020,-24,-11,126,-32,-11,3
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/21/2020,-15,-5,108,-37,-44,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/22/2020,-17,-3,99,-35,-46,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/23/2020,-23,-10,40,-36,-43,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/24/2020,-20,-11,42,-43,-44,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/25/2020,-20,-8,32,-35,-42,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/26/2020,-27,-12,-1,-36,-13,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/27/2020,-30,-14,24,-40,-13,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/28/2020,-17,-5,89,-39,-42,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/29/2020,-19,-5,53,-37,-44,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,9/30/2020,-22,-11,31,-35,-42,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/1/2020,-18,-8,55,-43,-40,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/2/2020,-31,-21,-10,-39,-40,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/3/2020,-29,-14,-14,-36,-15,8
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/4/2020,-36,-22,-34,-42,-15,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/5/2020,-20,-9,52,-36,-41,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/6/2020,-22,-4,40,-36,-43,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/7/2020,-20,-7,61,-36,-41,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/8/2020,-22,-13,25,-43,-41,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/9/2020,-22,-12,27,-38,-39,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/10/2020,-26,-13,4,-34,-11,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/11/2020,-26,-13,41,-32,-10,4
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/12/2020,-23,-12,27,-40,-40,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/13/2020,-27,-11,1,-40,-43,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/14/2020,-22,-6,39,-37,-39,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/15/2020,-18,-9,30,-43,-40,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/16/2020,-17,-5,36,-37,-37,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/17/2020,-28,-12,7,-39,-13,8
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/18/2020,-29,-12,34,-31,-14,6
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/19/2020,-20,-8,56,-43,-41,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/20/2020,-21,-4,60,-43,-43,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/21/2020,-30,-17,-7,-43,-42,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/22/2020,-18,-7,55,-45,-40,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/23/2020,-22,-9,37,-42,-41,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/24/2020,-30,-16,-9,-39,-13,8
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/25/2020,-27,-13,18,-31,-13,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/26/2020,-18,-11,48,-49,-51,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/27/2020,-25,-12,-11,-50,-54,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/28/2020,-21,-10,3,-46,-51,16
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/29/2020,-20,-14,-32,-51,-52,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/30/2020,-20,-10,-3,-43,-50,15
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,10/31/2020,-31,-12,-39,-40,-15,8
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/1/2020,-22,-9,-21,-28,-12,5
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/2/2020,-8,-2,1,-38,-40,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/3/2020,-7,2,-4,-36,-41,12
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/4/2020,3,0,19,-30,-38,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/5/2020,-44,-13,7,-52,-45,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/6/2020,-44,-7,7,-46,-44,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/7/2020,-49,-13,19,-51,-28,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/8/2020,-52,-13,18,-51,-32,11
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/9/2020,-42,-12,20,-46,-46,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/10/2020,-40,-5,24,-46,-48,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/11/2020,-43,-7,4,-46,-45,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/12/2020,-40,-8,19,-50,-46,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/13/2020,-39,-2,11,-42,-45,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/14/2020,-50,-14,-40,-52,-31,14
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/15/2020,-53,-16,-10,-47,-33,10
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/16/2020,-43,-12,2,-48,-46,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/17/2020,-42,-4,7,-47,-48,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/18/2020,-44,-9,13,-46,-46,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/19/2020,-43,-13,-11,-52,-47,18
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/20/2020,-44,-8,-17,-48,-45,19
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/21/2020,-47,-12,-9,-48,-28,13
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/22/2020,-48,-12,34,-45,-32,10
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/23/2020,-41,-10,7,-49,-46,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/24/2020,-39,-4,9,-47,-48,17
Redbridge,GB,United Kingdom,Greater London,London Borough of Redbridge,,GB-RDB,,ChIJcWrvVrqm2EcRoGjsoi2uDgQ,11/25/2020,-43,-12,-4,-48,-45,18
